seqid,date_of_stop,time_of_stop,agency,subagency,description,location,latitude,longitude,accident,belts,personal_injury,property_damage,fatal,commercial_license,hazmat,commercial_vehicle,alcohol,work_zone,search_conducted,search_disposition,search_outcome,search_reason,search_reason_for_stop,search_type,search_arrest_reason,state,vehicletype,year,make,model,color,charge,article,contributed_to_accident,race,gender,driver_city,driver_state,dl_state,arrest_type,geolocation,violation_type
ff3aeeaa-bef9-44f8-b255-e07e05c4058c,03/03/2017,01:06:00,MCP,"1st District, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,FREDERICK RD/KING FARM BLVD,39.11814333333329,-77.16787,No,No,No,No,No,No,No,No,No,No,Yes,Contraband and Property,Citation,Probable Cause,21-604(c),Both,,MD,02 - Automobile,2010.0,FORD,TAURUS,SILVER,17-107,Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1181433333333, -77.16787)",Citation
15d7709f-18b6-4277-b903-3aa6dadb5f11,08/17/2012,11:49:00,MCP,"2nd District, Bethesda",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 45 MPH ZONE,S/B CLARA BARTON PKWY @ LOCK 7,38.96441935,-77.1383328166667,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,MD,05 - Light Duty Truck,2005.0,TOYT,TK,SILVER,21-801.1,Transportation Article,False,WHITE,M,SYKESVILLE,MD,MD,Q - Marked Laser,"(38.96441935, -77.1383328166667)",Citation
683612db-88fd-4ae2-b84d-e32947c81ace,02/18/2018,02:59:00,MCP,"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HWY. TO HAVE LIC.WITH HIM,UNIVERSITY BLVD AND GEORGIA,39.0404166666667,-77.05129000000001,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,02 - Automobile,2012.0,AUDI,AR,SILVER,16-112(b),Transportation Article,False,BLACK,M,WHITE PLAINS,MD,MD,A - Marked Patrol,"(39.0404166666667, -77.05129)",Citation
07e6f6e8-480f-4195-9d0a-07a1398f7c1c,03/25/2017,22:54:00,MCP,"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HWY. TO HAVE LIC.WITH HIM,GEORGIA AT AUGUST,39.02128,-77.04413833333331,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-309(b),,,MD,02 - Automobile,2007.0,HONDA,4S,SILVER,16-112(b),Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.02128, -77.0441383333333)",Citation
718e6a97-cfa1-4e91-a243-195c1b07ba9d,08/16/2016,08:33:00,MCP,"2nd District, Bethesda",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,ROCKVILLE PIKE @ BELLEVUE DR N/B,39.0154566666667,-77.0999566666667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,05 - Light Duty Truck,2006.0,HONDA,CRV,WHITE,21-801.1,Transportation Article,False,ASIAN,M,BETHESDA,MD,MD,Q - Marked Laser,"(39.0154566666667, -77.0999566666667)",Citation
6de6de62-8c59-41dc-a18a-0765e3f1524f,05/01/2013,10:06:00,MCP,"2nd District, Bethesda",EXCEEDING MAXIMUM SPEED: 62 MPH IN A POSTED 35 MPH ZONE,355/ALTA VISTA RD,39.02160666666671,-77.1019783333333,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,1998.0,DODGE,PICK P,GREEN,21-801.1,Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,S - License Plate Recognition,"(39.0216066666667, -77.1019783333333)",Citation
8f1cbb78-6713-4364-bf25-8b17a2815539,12/06/2018,08:53:00,MCP,"4th District, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 45 MPH IN A POSTED 30 MPH ZONE,BORDLY DR E OF RT97,39.1904016666667,-77.0647383333333,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2016.0,NISS,4S,GRAY,21-801.1,Transportation Article,False,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.1904016666667, -77.0647383333333)",Citation
68f607b4-b23f-4df5-936e-18665ab3143e,12/16/2018,00:11:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,MONTGOMERY VILLAGE AVE @ RUSSELL AVE,39.14978166666671,-77.2339966666667,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2005.0,NISS,TK,GRAY,21-309(d),Transportation Article,False,BLACK,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1497816666667, -77.2339966666667)",Citation
4477a9e7-2cc6-47f1-a3c4-8d02a6a491c2,05/21/2013,15:53:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,REXMORE DR AT LOCBURY,39.18611666666671,-77.2658533333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-707(a),,,MD,02 - Automobile,2001.0,VOLKS,2S,"BLUE, LIGHT",21-707(a),Transportation Article,False,BLACK,F,GERMANTOWN,MD,MD,B - Unmarked Patrol,"(39.1861166666667, -77.2658533333333)",Citation
5d946362-ac57-43a6-ab15-07e2e66f9ade,12/07/2017,22:44:00,MCP,"4th District, Wheaton",FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,1131 UNIVERSITY BLVD W,39.05847666666671,-77.0483283333333,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,Citation,,21-801(b),,,MD,02 - Automobile,2003.0,TOYOTA,COROLLA,SILVER,20-105.1,Transportation Article,True,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.0584766666667, -77.0483283333333)",Citation
293889a8-b300-4b55-80af-7b989d4e125b,10/31/2015,02:48:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO MAKE REQUIRED STOP AT  PAVEMENT MARK,WAYNE AVE & DALE DR,39.0459916666667,-76.99006999999999,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2008.0,INFIITI,QX56,BLACK,21-202(m),Transportation Article,False,BLACK,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0459916666667, -76.99007)",Citation
64877618-adb4-4b25-864f-3c3f04bb670e,06/04/2019,20:14:00,MCP,"1st District, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,DARNESTOWN RD/TREWORTHY RD,39.1040416666667,-77.22579499999999,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-801.1,,,MD,02 - Automobile,2002.0,HONDA,4S,SILVER,16-303(c),Transportation Article,False,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1040416666667, -77.225795)",Citation
43ad1017-28bd-4cf8-82a9-2d616263c5b9,04/22/2019,03:41:00,MCP,"4th District, Wheaton",NEGLIGENT DRIVING,14108 WHISPERING PINES DRIVE,39.08757,-77.0632716666667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2018.0,TOYOTA,CAMRY,SILVER,21-901.1(b),Transportation Article,False,BLACK,M,SILVER SPRING,MD,ME,A - Marked Patrol,"(39.08757, -77.0632716666667)",Citation
4817cedf-1678-4b75-a1e9-b7d2109ad560,03/07/2013,19:47:00,MCP,"5th District, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB GREAT SENECA HIGHWAY/MATENY RD,39.145525,-77.2741916666667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2012.0,JEEP,CHEEROKE,GREEN,16-303(c),Transportation Article,False,HISPANIC,M,BOYDS,MD,MD,E - Marked Stationary Radar,"(39.145525, -77.2741916666667)",Citation
4afd01f8-85d3-4d41-ac7d-e7f1faab136a,08/19/2014,10:59:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GOOD HOPE RD AND NEW HAMPSHIRE AVE,39.0952833333333,-77.00409,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-202(h1),,,MD,02 - Automobile,2001.0,SAAB,93,BLACK,21-202(h1),Transportation Article,False,NATIVE AMERICAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0952833333333, -77.00409)",Citation
9ed90322-b57f-4ce5-a35c-0f5fe6f48c36,03/31/2019,05:00:00,MCP,"3rd District, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,3132 BRIGGS CHANEY ROAD,39.0806866666667,-76.94580500000001,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,,,DC,02 - Automobile,2011.0,TOYOTA,CAMRY,GOLD,13-401(b1),Transportation Article,True,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0806866666667, -76.945805)",Citation
c7ba4028-1a57-4a6d-a8aa-d64154f454a5,02/11/2013,23:24:00,MCP,"3rd District, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",UNIVERSITY BLVD E @ E FRANKLIN AVE,39.01319018333329,-77.00342859999999,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2000.0,HONDA,CIVIC EX 2D,BLACK,21-901.1(b),Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0131901833333, -77.0034286)",Citation
4154a8bb-7e35-4fb0-8c1e-d61bf3be507b,06/16/2012,04:33:00,MCP,"4th District, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,11219 GRANDVIEW AVENUE,39.05846841666671,-77.0480432833333,No,No,No,No,No,No,No,No,No,No,,,,,,,,VA,02 - Automobile,2000.0,MITSUBISHI,ECLIPSE,MAROON,21-902(a2),Transportation Article,False,HISPANIC,M,WASHINGTON DC,DC,,A - Marked Patrol,"(39.0584684166667, -77.0480432833333)",Citation
562f03dd-73d7-49d9-bfca-b5ef5dc71eac,05/03/2012,16:31:00,MCP,"1st District, Rockville",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,RANDOLPH ROAD EAST OF VEIRS MILL RD,39.056450833333294,-77.0825812333333,No,No,No,No,No,No,No,No,No,No,,,,,,,,XX,29 - Unknown,,,,,21-503(c),Transportation Article,False,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0564508333333, -77.0825812333333)",Citation
d979ff7d-5dcf-4a37-8757-096f1112862c,05/23/2015,01:01:00,MCP,"1st District, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,SB WISCONSIN AT CHEVY CHASE BLV,39.0886866666667,-77.15254166666669,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-202(h1),,,DC,02 - Automobile,2001.0,TOYOTA,CAMRY,BLACK,21-902(b1),Transportation Article,False,WHITE,F,WASHINGTON,DC,DC,B - Unmarked Patrol,"(39.0886866666667, -77.1525416666667)",Citation
466c0e30-2835-482e-bd8e-23fa311200e3,04/06/2013,02:13:00,MCP,"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB GEORGIA AVENUE/ FOREST GLEN RD,39.0162433333333,-77.0429383333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,05 - Light Duty Truck,2001.0,LEXU,TK,BLACK,16-303(c),Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0162433333333, -77.0429383333333)",Citation
7a079536-13b0-460e-beb9-83e6b1c42fa1,06/08/2016,13:14:00,MCP,"3rd District, Silver Spring",DRIVING UNINSURED VEHICLE,SAM EIG HIGHWAY @DIAMOND BACK DRIVE,39.115728333333294,-77.2090083333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-401(b1),,,XX,02 - Automobile,2001.0,VOLKSWAGEN,JETTA,"GREEN, DK",17-107,Transportation Article,False,BLACK,F,BOWIE,MD,MD,A - Marked Patrol,"(39.1157283333333, -77.2090083333333)",Citation
858ef339-4d97-47e8-b381-5515e584a403,08/05/2015,23:15:00,MCP,"4th District, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,GOOD HOPE RD/ WINDMILL LA,39.1004933333333,-76.9878033333333,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,21-707(a),,,MD,02 - Automobile,2013.0,INFI,4H G37,WHITE,16-105(b1),Transportation Article,False,HISPANIC,M,LAUREL,MD,MD,A - Marked Patrol,"(39.1004933333333, -76.9878033333333)",Citation
1b208606-14d0-436e-b96f-8003b691f7fd,05/25/2017,20:29:00,MCP,"4th District, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NB URBANA DR @ DENLEY DR,39.060505,-77.0613716666667,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-703(g),,,TX,02 - Automobile,2001.0,MITSUBISHI,GALANT,"BLUE, DARK",13-401(b1),Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.060505, -77.0613716666667)",Citation
3112041f-4ea9-49c0-b51b-b2dc858242bd,03/31/2016,22:48:00,MCP,"2nd District, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,EAST-WEST HWY/CONNECTICUT AVE,38.987841666666704,-77.0785033333333,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,1994.0,HONDA,ACCORD,RED,21-309(b),Transportation Article,False,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9878416666667, -77.0785033333333)",Citation
999b44eb-9a54-4219-9ada-be9743b65ed2,02/15/2012,22:17:00,MCP,"3rd District, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,E/B FLOWER AVE @ DOMER AVE,38.99595311666671,-77.00304625,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2011.0,MAZDA,3 4DOOR,"BLUE, LIGHT",16-101(a),Transportation Article,False,HISPANIC,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9959531166667, -77.00304625)",Citation
781d53cf-b19c-4c75-8689-55fa13c0e7eb,10/24/2018,08:53:00,MCP,"3rd District, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,FOREST GLEN RD/ WOODLAND DR,39.015625,-77.0414583333333,No,No,No,No,No,Yes,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2015.0,TOYT,CAMRY 4D,GRAY,21-301(a),Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.015625, -77.0414583333333)",Citation
630ca372-4ea4-4fa5-a82a-4676420dfad4,08/24/2019,00:19:00,MCP,"3rd District, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,7987 GEORGIA AVE,39.0457833333333,-76.9906666666667,No,No,No,No,No,No,No,No,No,No,Yes,Contraband Only,Arrest,Consensual,13-401(b1),Both,Search,MD,02 - Automobile,2003.0,IZUZI,AXIOM,RED,13-411(a),Transportation Article,False,BLACK,M,HYATTSVILLE,MD,MD,B - Unmarked Patrol,"(39.0457833333333, -76.9906666666667)",Citation
b696d5f1-2627-417a-ac40-4f90d461557a,02/17/2013,02:25:00,MCP,"5th District, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,WALDORD DRIVE @ WISTERIA DRIVE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,Yes,Nothing,Arrest,Incident to Arrest,22-219(a),Person,Stop,MD,02 - Automobile,2004.0,VOLK,GOLF,GRAY,21-902(b1),Transportation Article,False,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(0.0, 0.0)",Citation
882dbb5d-3fe1-4db0-9c38-e43bead0cef9,09/25/2012,10:31:00,MCP,"5th District, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,MIDDLEBROOK RD AT LOCBURY DR,39.1813850166667,-77.2705188166667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,05 - Light Duty Truck,2011.0,CHEVY,2500 PU,WHITE,22-412.3(b),Transportation Article,False,WHITE,M,ADAMSTOWN,MD,MD,B - Unmarked Patrol,"(39.1813850166667, -77.2705188166667)",Citation
85568078-ba57-429b-9a33-e45452d95825,03/13/2017,02:52:00,MCP,"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA/NORBECK,39.1089983333333,-77.0766716666667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2015.0,NISSAN,ALTIMA,SILVER,16-112(c),Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1089983333333, -77.0766716666667)",Citation
c9ad1d18-d370-4d67-80e4-32e5cc3f25a6,12/12/2015,22:13:00,MCP,"2nd District, Bethesda",FAIL VEH DRIVER IN ACC.TO RPT. ATTENDED VEH. DAMAGE TO NEAREST POLICE,RIVER ROAD @ RIDGEFIELD DR,0.0,0.0,Yes,No,No,Yes,No,No,No,No,No,No,No,,Citation,,21-402(a),,,MD,02 - Automobile,2012.0,NISSAN,SENTRA,SILVER,20-104(d),Transportation Article,True,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(0.0, 0.0)",Citation
ebe681b2-56e2-4279-92b3-9c52966b5711,05/30/2014,18:16:00,MCP,"2nd District, Bethesda",KNOWINGLY DRIVING UNINSURED VEHICLE,NEBEL ST/ OLD GEORGETOWN RD,39.0511616666667,-77.1095666666667,No,No,No,No,No,No,No,No,No,No,No,,Citation,,22-412.3(b),,,MD,02 - Automobile,2010.0,NISS,4S,BLACK,17-107,Transportation Article,False,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.0511616666667, -77.1095666666667)",Citation
8efd1bce-072b-4a10-af29-5aea0a7d41c2,09/13/2013,02:32:00,MCP,"2nd District, Bethesda",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,WISCONSIN AVENUE @ MONTGOMERY AVENUE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-402(a),,,MD,02 - Automobile,2005.0,HONDA,2S,BLACK,22-406(i1),Transportation Article,False,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",Citation
002eb7f9-b0f6-4503-8176-92e86abe58f7,05/16/2016,11:19:00,MCP,"3rd District, Silver Spring",STOPPING VEH. WHERE PROHIBITED BY OFFICIAL SIGN,8404 COLESVILLE RD,38.995656666666704,-77.0286716666667,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,21-1003(j),,,MD,02 - Automobile,2015.0,FORD,FLEX,GRAY,21-1003(j),Transportation Article,False,WHITE,F,SILVER SPRING,MD,MD,L - Motorcycle,"(38.9956566666667, -77.0286716666667)",Citation
712c43b8-10fa-4f0d-b860-942c69809172,03/09/2014,06:14:00,MCP,"3rd District, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,13TH ST @ GEORGIA AVE,38.987225,-77.0276866666667,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,02 - Automobile,2005.0,CHEVROLET,SILVARADO,SILVER,21-902(b1),Transportation Article,False,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.987225, -77.0276866666667)",Citation
e0792da3-6eac-4013-9bbc-b4ad62c9ffa9,12/22/2014,00:20:00,MCP,"4th District, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,4017 FOX VALLEY DR,39.05843,-77.0480533333333,Yes,No,Yes,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2007.0,TOYOTA,PRIUS,SILVER,21-902(a2),Transportation Article,True,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.05843, -77.0480533333333)",Citation
044eca80-0d95-4eae-9b18-5d1cfddf6bb4,07/20/2012,22:46:00,MCP,"5th District, Germantown",FAILURE TO STOP AT STOP SIGN,WISTERIA DR @ WARING STATION RD,39.163666133333294,-77.2502636166667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,1998.0,MERZ,SLK 230,SILVER,21-707(a),Transportation Article,False,HISPANIC,F,GAITHERSBURG,MD,AZ,A - Marked Patrol,"(39.1636661333333, -77.2502636166667)",Citation
9498af6c-4984-4ea8-9cda-5f013da2b344,11/02/2017,14:50:00,MCP,"4th District, Wheaton",THROWING ANY REFUSE ON HWY.,MD 200 @ GEORGIA AVE,39.1181216666667,-77.07382,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(a),,,MD,03 - Station Wagon,2003.0,HONDA,ACCORD,BLUE,21-1111(d),Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1181216666667, -77.07382)",Citation
ffd8b3ad-4449-4151-a65d-cca6090af34d,12/18/2016,23:46:00,MCP,"4th District, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,VEIRS MILL AT ROCKLEDGE TERR,39.063705,-77.09552,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-703(g),,,MD,02 - Automobile,2016.0,TOYT,SCION,BLUE,22-406(i1),Transportation Article,False,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.063705, -77.09552)",Citation
d05e58db-7378-4678-80c1-9d2262b1a064,12/18/2013,11:22:00,MCP,"4th District, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,SHERWOOD FOREST DR / RANDOLPH RD,39.0668983333333,-77.0188816666667,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,28 - Other,2013.0,TAOTAO,MOPED,BLUE,16-303(c),Transportation Article,False,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0668983333333, -77.0188816666667)",Citation
13bfa00c-638f-4225-b104-cc9b163d8c50,10/13/2016,07:36:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,E VILLAGE AVE E/B & BAY POINT PL,39.18692,-77.1593833333333,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2012.0,HYUND,AZERA,SILVER,21-801.1,Transportation Article,False,OTHER,M,MONTGOMRY VLG,MD,MD,Q - Marked Laser,"(39.18692, -77.1593833333333)",Citation
5a979a81-bf64-40dc-b7cf-b76f4d855dcf,02/13/2013,19:39:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO EXERCISE DUE CARE TO AVOID PEDESTRIAN COLLISION,TOCKERMAN LANE / KINGS RIDING WAY,39.012465,-77.200315,No,Yes,Yes,No,No,No,No,No,No,No,No,,Citation,,21-502(a2),,,MD,02 - Automobile,1999.0,HONDA,ACCORD,GREEN,21-504(a),Transportation Article,False,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.012465, -77.200315)",Citation
510ebd14-90d4-4e54-8ea9-01e04ed6f600,05/31/2013,08:29:00,MCP,"4th District, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,EB RT 108 AT GEORGIA AVE,39.15372666666671,-77.0684983333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,22-412.3(b),,,MD,03 - Station Wagon,2010.0,CHEV,SUBURBAN,WHITE,22-412.3(b),Transportation Article,False,WHITE,M,GAITHERSBURG,MD,MD,L - Motorcycle,"(39.1537266666667, -77.0684983333333)",Citation
8f0fdef6-858d-431d-9e6b-98b188d209fc,10/05/2015,14:48:00,MCP,"5th District, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FATHER HURLEY BV AT CRYSTAL ROCK DR,39.194555,-77.268445,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-1124.2(d2),,,MD,02 - Automobile,2014.0,TOYOTA,PRIUS,RED,16-112(c),Transportation Article,False,OTHER,F,BOYDS,MD,MD,B - Unmarked Patrol,"(39.194555, -77.268445)",Citation
f5144b68-fbca-4dd1-89f4-fe6a6eb2cd8c,12/31/2014,00:22:00,MCP,"2nd District, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,BRADLEY BLVD/ HILLANDALE RD,38.9780716666667,-77.09701,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,21-801(b),,,MD,02 - Automobile,2007.0,TOYT,4S,RED,21-801(b),Transportation Article,True,BLACK,M,SALISBURY,MD,MD,A - Marked Patrol,"(38.9780716666667, -77.09701)",Citation
5980bae0-1f89-4df8-bb96-0cbaed8271f3,09/09/2015,11:48:00,MCP,"1st District, Rockville",EXCEEDING MAXIMUM SPEED: 61 MPH IN A POSTED 35 MPH ZONE,SB CRABBS BRANCH WAY AT MONONA DRIVE,39.1072083333333,-77.15231,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2004.0,NISSAN,MAXIMA,RED,21-801.1,Transportation Article,False,WHITE,M,ROCKVILLE,MD,MD,I - Marked Moving Radar (Moving),"(39.1072083333333, -77.15231)",Citation
8cdafab0-ab74-4d9b-b4c6-e120bfbfec2a,12/31/2013,01:33:00,MCP,"5th District, Germantown",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WISTERIA DR @ GERMANTOWN RD,0.0,0.0,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-204(b),,,MD,02 - Automobile,2000.0,FORD,4S,RED,21-902(a1),Transportation Article,False,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(0.0, 0.0)",Citation
537a3931-21c2-4ca6-808d-377da907eb47,02/24/2017,08:29:00,MCP,"4th District, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PRINCE PHILIP / SPARTAN,39.1579605,-77.05976016666669,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(f),,,MD,02 - Automobile,2010.0,FORD,FUSION,BLACK,13-401(h),Transportation Article,False,WHITE,M,BROOKVILLE,MD,MD,A - Marked Patrol,"(39.1579605, -77.0597601666667)",Citation
338a37d3-2874-40c5-9f36-19bf0548f083,06/26/2016,23:55:00,MCP,"4th District, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,UNIVERSITY BLVD W @ DENNIS AVE,0.0,0.0,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-301(a),,,MD,02 - Automobile,2011.0,SCION,TOYOTA,SILVER,13-409(b),Transportation Article,False,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)",Citation
1f99afed-eb56-4c03-965f-c703baad832a,12/12/2016,09:22:00,MCP,"3rd District, Silver Spring",EXCEEDING MAXIMUM SPEED: 68 MPH IN A POSTED 50 MPH ZONE,RT 29 NB / PAINT BRANCH BRIDGE,39.054985,-76.97288,No,No,No,No,No,No,No,No,No,No,,,,,,,,MD,02 - Automobile,2012.0,TOYT,SU,SILVER,21-801.1,Transportation Article,False,OTHER,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.054985, -76.97288)",Citation
