Year_Month_DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,CRSElapsedTime,Origin,Dest,Distance,arr_delay
2008-04-01,2,1900-01-01 20:30:00,1900-01-01 22:00:00,DL,92,N129DL,90.0,ATL,MCO,403.0,27.0
2008-01-12,6,1900-01-01 18:15:00,1900-01-01 19:37:00,UA,701,N812UA,82.0,DEN,JAC,406.0,12.0
2008-01-13,7,1900-01-01 09:45:00,1900-01-01 11:05:00,WN,3588,N479WN,80.0,LAS,RNO,345.0,5.0
2008-04-29,2,1900-01-01 12:55:00,1900-01-01 14:48:00,XE,2855,N16520,113.0,HSV,IAH,595.0,2.0
2008-03-14,5,1900-01-01 17:40:00,1900-01-01 18:48:00,AA,1016,N476AA,68.0,DFW,SAT,247.0,49.0
2008-03-21,5,1900-01-01 06:00:00,1900-01-01 09:55:00,MQ,4912,N728AE,175.0,XNA,LGA,1147.0,41.0
2008-03-03,1,1900-01-01 17:50:00,1900-01-01 19:05:00,MQ,3126,N806AE,75.0,SJC,LAX,308.0,15.0
2008-02-07,4,1900-01-01 09:10:00,1900-01-01 10:05:00,MQ,4373,N654AE,55.0,CMI,ORD,135.0,70.0
2008-04-08,2,1900-01-01 20:40:00,1900-01-01 23:30:00,AA,408,,110.0,ORD,PHL,678.0,
2008-03-18,2,1900-01-01 16:10:00,1900-01-01 17:10:00,WN,908,N901WN,60.0,STL,MCI,237.0,47.0
2008-03-16,7,1900-01-01 06:00:00,1900-01-01 08:44:00,UA,600,N814UA,104.0,ORD,DCA,612.0,-18.0
2008-04-25,5,1900-01-01 17:12:00,1900-01-01 18:29:00,UA,103,N821UA,137.0,BTV,ORD,763.0,
2008-01-31,4,1900-01-01 12:00:00,1900-01-01 13:38:00,UA,259,N669UA,158.0,ORD,DEN,888.0,29.0
2008-01-22,2,1900-01-01 06:45:00,1900-01-01 09:26:00,B6,187,N638JB,341.0,JFK,LAS,2248.0,8.0
2008-02-23,6,1900-01-01 19:25:00,1900-01-01 23:03:00,B6,83,N603JB,398.0,JFK,SEA,2421.0,-26.0
2008-01-13,7,1900-01-01 16:50:00,1900-01-01 18:11:00,XE,143,N16178,141.0,COS,ONT,789.0,10.0
2008-04-21,1,1900-01-01 08:42:00,1900-01-01 09:57:00,UA,1543,N469UA,135.0,DEN,RNO,804.0,32.0
2008-04-05,6,1900-01-01 15:55:00,1900-01-01 18:33:00,US,1727,N249AU,158.0,PHL,MCO,861.0,43.0
2008-02-04,1,1900-01-01 16:48:00,1900-01-01 19:15:00,UA,1545,N470UA,207.0,FLL,ORD,1182.0,55.0
2008-02-01,5,1900-01-01 06:20:00,1900-01-01 09:00:00,WN,1916,N729SW,100.0,BNA,BWI,588.0,-12.0
2008-04-22,2,1900-01-01 11:45:00,1900-01-01 12:42:00,XE,2407,N15948,57.0,IAH,LFT,201.0,-10.0
2008-04-12,6,1900-01-01 12:00:00,1900-01-01 13:00:00,WN,1323,N794SW,120.0,BWI,MDW,611.0,-14.0
2008-04-19,6,1900-01-01 10:30:00,1900-01-01 13:42:00,XE,2090,N16976,132.0,IAH,SRQ,796.0,-10.0
2008-03-26,3,1900-01-01 11:05:00,1900-01-01 15:42:00,OH,5280,N653CA,157.0,DEN,CVG,1069.0,-12.0
2008-01-18,5,1900-01-01 19:20:00,1900-01-01 20:20:00,XE,2136,N12530,60.0,IAH,AEX,190.0,7.0
2008-04-02,3,1900-01-01 09:55:00,1900-01-01 12:45:00,F9,178,N805FR,110.0,TUS,DEN,639.0,6.0
2008-03-25,2,1900-01-01 22:50:00,1900-01-01 02:02:00,FL,910,N987AT,92.0,ATL,PHF,508.0,-14.0
2008-04-18,5,1900-01-01 08:25:00,1900-01-01 10:29:00,UA,1549,N451UA,304.0,IAD,LAS,2066.0,-3.0
2008-01-07,1,1900-01-01 14:45:00,1900-01-01 16:00:00,XE,2890,N17521,75.0,IAH,GPT,376.0,2.0
2008-02-05,2,1900-01-01 11:00:00,1900-01-01 12:20:00,MQ,3155,N807AE,80.0,SAN,SJC,417.0,-3.0
2008-04-10,4,1900-01-01 11:15:00,1900-01-01 12:32:00,US,662,N833AW,257.0,DTW,PHX,1671.0,-17.0
2008-04-12,6,1900-01-01 15:05:00,1900-01-01 16:11:00,UA,1211,N936UA,126.0,MSP,DEN,680.0,-11.0
2008-03-27,4,1900-01-01 08:30:00,1900-01-01 10:37:00,EV,4554,N927EV,67.0,BNA,ATL,214.0,-6.0
2008-01-24,4,1900-01-01 10:15:00,1900-01-01 12:40:00,WN,3310,N685SW,145.0,BWI,MCO,787.0,0.0
2008-01-03,4,1900-01-01 13:00:00,1900-01-01 15:27:00,EV,4315,N719EV,147.0,SYR,ATL,793.0,-9.0
2008-01-15,2,1900-01-01 17:00:00,1900-01-01 19:11:00,OH,5111,N966CA,131.0,MDT,ATL,619.0,76.0
2008-04-24,4,1900-01-01 08:26:00,1900-01-01 10:36:00,US,80,N680AW,310.0,BWI,LAS,2106.0,25.0
2008-04-18,5,1900-01-01 08:29:00,1900-01-01 09:25:00,NW,1704,N354NW,56.0,FAR,MSP,223.0,-1.0
2008-03-30,7,1900-01-01 07:00:00,1900-01-01 08:20:00,WN,2624,N680AA,80.0,LAS,RNO,345.0,-9.0
2008-03-24,1,1900-01-01 18:35:00,1900-01-01 20:27:00,FL,250,N959AT,112.0,MCO,RIC,667.0,-14.0
2008-01-23,3,1900-01-01 19:50:00,1900-01-01 20:40:00,WN,1251,N686SW,50.0,ORF,BWI,159.0,-3.0
2008-02-28,4,1900-01-01 15:55:00,1900-01-01 17:25:00,WN,1337,N317WN,90.0,SMF,PDX,479.0,6.0
2008-02-29,5,1900-01-01 13:35:00,1900-01-01 15:04:00,US,573,N660AW,89.0,SFO,LAS,414.0,0.0
2008-02-22,5,1900-01-01 11:46:00,1900-01-01 12:32:00,OO,5530,N294SW,46.0,PSP,LAX,110.0,3.0
2008-01-22,2,1900-01-01 08:20:00,1900-01-01 09:44:00,F9,262,N930FR,144.0,DEN,SNA,846.0,6.0
2008-03-20,4,1900-01-01 09:25:00,1900-01-01 11:49:00,FL,390,N289AT,144.0,IND,RSW,946.0,-9.0
2008-03-20,4,1900-01-01 08:30:00,1900-01-01 09:48:00,CO,1123,N14667,78.0,BOS,EWR,200.0,11.0
2008-03-24,1,1900-01-01 08:05:00,1900-01-01 10:50:00,UA,604,N330UA,105.0,ORD,DCA,612.0,11.0
2008-01-21,1,1900-01-01 14:33:00,1900-01-01 17:20:00,UA,209,N455UA,347.0,IAD,LAX,2288.0,15.0
2008-03-08,6,1900-01-01 11:51:00,1900-01-01 13:00:00,OO,5481,N233SW,69.0,RDD,SFO,199.0,3.0
2008-01-09,3,1900-01-01 10:35:00,1900-01-01 11:20:00,AA,385,N474AA,105.0,DFW,ELP,551.0,10.0
2008-02-27,3,1900-01-01 10:23:00,1900-01-01 13:23:00,CO,339,N17233,180.0,MIA,EWR,1086.0,-16.0
2008-03-16,7,1900-01-01 19:42:00,1900-01-01 20:52:00,OO,5536,N288SW,70.0,LAX,FAT,209.0,2.0
2008-04-12,6,1900-01-01 13:40:00,1900-01-01 22:15:00,HA,22,N594HA,335.0,HNL,SEA,2677.0,-13.0
2008-03-09,7,1900-01-01 19:20:00,1900-01-01 21:14:00,OH,5279,N804CA,114.0,JFK,PIT,340.0,81.0
2008-04-27,7,1900-01-01 07:00:00,1900-01-01 09:40:00,B6,311,N547JB,340.0,IAD,LGB,2277.0,-6.0
2008-01-08,2,1900-01-01 20:40:00,1900-01-01 22:00:00,EV,4406,N932EV,140.0,ATL,ATW,765.0,-23.0
2008-03-08,6,1900-01-01 21:20:00,1900-01-01 22:39:00,DL,1291,N671DN,79.0,ATL,RDU,356.0,11.0
2008-04-26,6,1900-01-01 08:20:00,1900-01-01 10:06:00,EV,4762,N936EV,106.0,DAY,ATL,432.0,-22.0
2008-01-21,1,1900-01-01 08:00:00,1900-01-01 09:21:00,NW,574,N325NB,81.0,BIS,MSP,386.0,11.0
2008-02-08,5,1900-01-01 09:00:00,1900-01-01 12:06:00,UA,674,N466UA,126.0,ORD,LGA,733.0,7.0
2008-01-02,3,1900-01-01 18:49:00,1900-01-01 20:40:00,FL,185,N285AT,111.0,DCA,ATL,547.0,58.0
2008-01-08,2,1900-01-01 07:01:00,1900-01-01 08:12:00,OO,6376,N919SW,71.0,SFO,BUR,326.0,-7.0
2008-01-28,1,1900-01-01 15:43:00,1900-01-01 18:16:00,NW,415,N364NB,93.0,RAP,MSP,490.0,12.0
2008-02-13,3,1900-01-01 15:15:00,1900-01-01 16:25:00,MQ,4811,,70.0,LGA,BOS,185.0,
2008-03-07,5,1900-01-01 16:29:00,1900-01-01 18:53:00,DL,1126,N907DE,144.0,LGA,CVG,585.0,
2008-02-19,2,1900-01-01 14:33:00,1900-01-01 15:18:00,YV,2825,N97325,45.0,PHX,TUS,110.0,-6.0
2008-02-08,5,1900-01-01 12:25:00,1900-01-01 14:25:00,B6,1124,N247JB,120.0,FLL,CLT,631.0,12.0
2008-04-14,1,1900-01-01 09:35:00,1900-01-01 10:50:00,AA,1436,N416AA,75.0,ICT,DFW,328.0,-6.0
2008-04-14,1,1900-01-01 13:10:00,1900-01-01 15:31:00,UA,776,,81.0,ORD,CVG,264.0,
2008-04-14,1,1900-01-01 04:00:00,1900-01-01 05:06:00,CO,223,N79402,206.0,ANC,SEA,1449.0,17.0
2008-02-16,6,1900-01-01 07:00:00,1900-01-01 14:24:00,UA,934,N675UA,324.0,HNL,LAX,2556.0,13.0
2008-01-29,2,1900-01-01 12:35:00,1900-01-01 16:20:00,AA,1356,N4WUAA,165.0,DFW,IAD,1172.0,45.0
2008-04-22,2,1900-01-01 21:50:00,1900-01-01 22:39:00,OO,5857,N466SW,49.0,ORD,PIA,130.0,-12.0
2008-03-06,4,1900-01-01 17:30:00,1900-01-01 18:20:00,WN,3420,N631SW,110.0,ABQ,SAN,628.0,85.0
2008-03-03,1,1900-01-01 14:05:00,1900-01-01 16:00:00,MQ,3920,N627AE,115.0,ICT,ORD,588.0,48.0
2008-01-21,1,1900-01-01 10:20:00,1900-01-01 13:48:00,OO,6656,N715SK,148.0,DEN,BNA,1013.0,36.0
2008-02-01,5,1900-01-01 18:05:00,1900-01-01 19:10:00,AA,766,N3BVAA,65.0,AUS,DFW,190.0,10.0
2008-04-24,4,1900-01-01 06:00:00,1900-01-01 11:30:00,AA,1452,N481AA,210.0,OAK,DFW,1456.0,33.0
2008-01-06,7,1900-01-01 19:20:00,1900-01-01 22:05:00,AA,827,N4YBAA,285.0,ORD,SJC,1829.0,107.0
2008-04-09,3,1900-01-01 07:45:00,1900-01-01 11:20:00,AA,1322,,155.0,DFW,DTW,987.0,
2008-01-02,3,1900-01-01 06:00:00,1900-01-01 08:22:00,UA,234,N824UA,142.0,LAX,PDX,834.0,-9.0
2008-03-14,5,1900-01-01 12:30:00,1900-01-01 14:27:00,EV,4897,N934EV,117.0,PHF,ATL,508.0,42.0
2008-04-26,6,1900-01-01 11:25:00,1900-01-01 13:35:00,AA,711,N5EJAA,190.0,FLL,ORD,1182.0,2.0
2008-04-03,4,1900-01-01 13:05:00,1900-01-01 14:56:00,FL,88,N285AT,111.0,FLL,ATL,581.0,40.0
2008-04-16,3,1900-01-01 22:59:00,1900-01-01 05:19:00,FL,539,N261AT,200.0,PHX,ATL,1587.0,-15.0
2008-02-08,5,1900-01-01 15:10:00,1900-01-01 18:10:00,AA,2222,N432AA,120.0,DFW,ATL,732.0,-6.0
2008-01-28,1,1900-01-01 08:05:00,1900-01-01 10:21:00,US,1982,N591US,136.0,CLT,BOS,728.0,-1.0
2008-03-03,1,1900-01-01 06:00:00,1900-01-01 08:15:00,AA,2320,N501AA,135.0,DFW,ORD,802.0,11.0
2008-03-24,1,1900-01-01 09:00:00,1900-01-01 12:59:00,UA,1498,N489UA,179.0,ORD,FLL,1182.0,1.0
2008-03-04,2,1900-01-01 21:00:00,1900-01-01 22:05:00,MQ,4809,N730KW,65.0,LGA,BOS,185.0,6.0
2008-02-23,6,1900-01-01 09:40:00,1900-01-01 11:45:00,WN,437,N327SW,65.0,MDW,CLE,307.0,-4.0
2008-01-04,5,1900-01-01 14:37:00,1900-01-01 16:07:00,OO,5811,N764SK,90.0,OMA,ORD,416.0,-13.0
2008-01-19,6,1900-01-01 12:17:00,1900-01-01 13:46:00,UA,383,N423UA,89.0,SFO,SAN,447.0,11.0
2008-02-14,4,1900-01-01 16:46:00,1900-01-01 18:24:00,FL,171,N942AT,98.0,ATL,RSW,515.0,11.0
2008-02-21,4,1900-01-01 17:40:00,1900-01-01 19:30:00,F9,799,N810FR,170.0,DEN,PDX,992.0,-28.0
2008-04-08,2,1900-01-01 16:50:00,1900-01-01 17:50:00,9E,5748,88399E,120.0,CHS,MEM,589.0,1.0
2008-04-09,3,1900-01-01 14:50:00,1900-01-01 17:35:00,MQ,4070,N925AE,105.0,ORD,MDT,594.0,-11.0
2008-02-18,1,1900-01-01 13:35:00,1900-01-01 16:25:00,AA,2083,N5EBAA,350.0,FLL,LAX,2342.0,-5.0
2008-04-05,6,1900-01-01 08:00:00,1900-01-01 08:47:00,XE,311,N18557,107.0,AUS,ABQ,619.0,4.0
2008-03-17,1,1900-01-01 07:00:00,1900-01-01 08:30:00,WN,72,N644SW,90.0,SLC,DEN,391.0,-4.0
2008-01-05,6,1900-01-01 16:25:00,1900-01-01 17:25:00,YV,7155,N651ML,60.0,ORD,SPI,174.0,111.0
2008-02-18,1,1900-01-01 10:00:00,1900-01-01 11:25:00,WN,3416,N486WN,85.0,OAK,SAN,446.0,-2.0
2008-04-08,2,1900-01-01 16:05:00,1900-01-01 16:55:00,MQ,3082,N394AE,50.0,SBA,LAX,89.0,-17.0
2008-01-17,4,1900-01-01 16:55:00,1900-01-01 18:00:00,WN,787,N773SA,65.0,OAK,BUR,325.0,28.0
2008-04-20,7,1900-01-01 21:15:00,1900-01-01 23:05:00,NW,183,N511US,230.0,MSP,SAN,1532.0,16.0
2008-03-23,7,1900-01-01 15:30:00,1900-01-01 16:35:00,AA,1426,N278AA,65.0,DFW,SAT,247.0,93.0
2008-01-25,5,1900-01-01 12:00:00,1900-01-01 13:00:00,CO,578,N14341,60.0,SAT,IAH,191.0,-4.0
2008-02-02,6,1900-01-01 15:30:00,1900-01-01 16:51:00,UA,485,N923UA,201.0,DTW,DEN,1123.0,8.0
2008-04-02,3,1900-01-01 03:05:00,1900-01-01 06:10:00,F9,514,N903FR,215.0,DEN,LGA,1619.0,-10.0
2008-01-13,7,1900-01-01 13:50:00,1900-01-01 14:50:00,WN,3234,N774SW,60.0,DAL,SAT,248.0,1.0
2008-01-13,7,1900-01-01 20:45:00,1900-01-01 21:47:00,AS,69,N703AS,62.0,KTN,JNU,234.0,
2008-04-25,5,1900-01-01 13:10:00,1900-01-01 14:05:00,OO,6156,N969SW,55.0,ORD,GRB,174.0,
2008-01-20,7,1900-01-01 14:39:00,1900-01-01 16:44:00,US,75,N913AW,185.0,PHX,SEA,1107.0,-26.0
2008-01-13,7,1900-01-01 12:08:00,1900-01-01 13:00:00,9E,2912,84239E,112.0,DTW,STL,440.0,-16.0
2008-02-07,4,1900-01-01 10:27:00,1900-01-01 13:42:00,FL,882,N899AT,195.0,BOS,TPA,1185.0,20.0
2008-03-05,3,1900-01-01 10:16:00,1900-01-01 15:20:00,UA,410,N912UA,184.0,DEN,CLT,1337.0,-14.0
2008-04-09,3,1900-01-01 07:45:00,1900-01-01 10:02:00,US,1431,N172US,317.0,CLT,LAX,2125.0,17.0
2008-03-19,3,1900-01-01 17:37:00,1900-01-01 19:30:00,DL,1436,N137DL,113.0,PBI,ATL,545.0,90.0
2008-02-16,6,1900-01-01 13:02:00,1900-01-01 13:06:00,EV,4194,N880AS,64.0,ATL,BNA,214.0,10.0
2008-02-23,6,1900-01-01 08:00:00,1900-01-01 10:58:00,DL,1530,N981DL,178.0,TPA,BOS,1185.0,-16.0
2008-03-05,3,1900-01-01 10:19:00,1900-01-01 11:25:00,9E,4764,84449E,66.0,MSP,MSN,228.0,68.0
2008-03-24,1,1900-01-01 12:37:00,1900-01-01 15:01:00,FL,395,N892AT,144.0,IND,RSW,946.0,2.0
2008-01-10,4,1900-01-01 07:30:00,1900-01-01 10:15:00,WN,967,N373SW,165.0,FLL,PHL,992.0,-22.0
2008-04-24,4,1900-01-01 12:45:00,1900-01-01 15:00:00,US,758,N953UW,135.0,ATL,PHL,665.0,-20.0
2008-04-17,4,1900-01-01 12:40:00,1900-01-01 14:10:00,AA,329,N292AA,150.0,LGA,ORD,733.0,-9.0
2008-02-21,4,1900-01-01 15:10:00,1900-01-01 16:45:00,AA,1153,N427AA,95.0,MSY,DFW,448.0,16.0
2008-01-25,5,1900-01-01 15:40:00,1900-01-01 16:28:00,F9,619,N934FR,168.0,IND,DEN,977.0,-4.0
2008-04-09,3,1900-01-01 07:00:00,1900-01-01 09:25:00,B6,810,N659JB,145.0,FLL,IAD,901.0,-17.0
2008-03-04,2,1900-01-01 09:46:00,1900-01-01 10:45:00,YV,2841,N7305V,59.0,PHX,YUM,160.0,-15.0
2008-04-28,1,1900-01-01 17:02:00,1900-01-01 18:13:00,NW,953,N312US,131.0,MCO,MEM,683.0,-4.0
2008-02-03,7,1900-01-01 06:30:00,1900-01-01 09:08:00,YV,2767,N805LR,98.0,CLD,PHX,306.0,-1.0
2008-03-26,3,1900-01-01 06:30:00,1900-01-01 09:33:00,CO,338,N76288,183.0,EWR,MIA,1086.0,-16.0
2008-04-22,2,1900-01-01 08:00:00,1900-01-01 10:28:00,FL,181,N997AT,148.0,DCA,RSW,892.0,-22.0
2008-02-26,2,1900-01-01 18:45:00,1900-01-01 19:05:00,WN,1466,N728SW,80.0,PHX,LAX,370.0,16.0
2008-02-29,5,1900-01-01 17:10:00,1900-01-01 17:54:00,9E,5756,87979E,104.0,TLH,MEM,458.0,-16.0
2008-02-27,3,1900-01-01 06:00:00,1900-01-01 07:56:00,UA,389,N530UA,236.0,IAD,DEN,1452.0,19.0
2008-03-30,7,1900-01-01 16:00:00,1900-01-01 19:13:00,US,735,N180US,373.0,PHL,LAX,2401.0,-14.0
2008-04-08,2,1900-01-01 10:45:00,1900-01-01 12:10:00,WN,696,N635SW,85.0,SMF,PDX,479.0,0.0
2008-03-10,1,1900-01-01 21:00:00,1900-01-01 22:05:00,MQ,3559,N515AE,65.0,DFW,XNA,281.0,-9.0
2008-03-26,3,1900-01-01 16:46:00,1900-01-01 17:22:00,EV,4343,N643AS,96.0,ATL,PFN,247.0,-22.0
2008-01-17,4,1900-01-01 23:30:00,1900-01-01 08:28:00,US,47,N910AW,358.0,LIH,PHX,2979.0,6.0
2008-03-14,5,1900-01-01 22:50:00,1900-01-01 10:00:00,FL,578,N176AT,130.0,ATL,EWR,745.0,11.0
2008-03-24,1,1900-01-01 19:00:00,1900-01-01 20:15:00,WN,119,N485WN,75.0,OAK,LAX,337.0,14.0
2008-01-11,5,1900-01-01 17:19:00,1900-01-01 18:56:00,OO,5860,N742SK,157.0,HPN,ORD,738.0,-2.0
2008-01-09,3,1900-01-01 10:22:00,1900-01-01 12:16:00,FL,511,N272AT,114.0,MIA,ATL,595.0,-5.0
2008-03-17,1,1900-01-01 22:00:00,1900-01-01 23:20:00,US,1526,N737US,80.0,CLT,DCA,331.0,-27.0
2008-02-21,4,1900-01-01 08:35:00,1900-01-01 08:55:00,WN,717,N406WN,80.0,CLE,MDW,307.0,-10.0
2008-01-21,1,1900-01-01 08:30:00,1900-01-01 12:06:00,UA,894,N941UA,156.0,SFO,DEN,967.0,1.0
2008-02-16,6,1900-01-01 14:10:00,1900-01-01 15:35:00,DL,695,N948DL,145.0,ATL,DFW,732.0,
2008-01-20,7,1900-01-01 11:17:00,1900-01-01 12:21:00,OO,3777,N446SW,124.0,SLC,OAK,588.0,5.0
2008-02-23,6,1900-01-01 10:20:00,1900-01-01 12:58:00,B6,811,N663JB,158.0,IAD,FLL,901.0,14.0
2008-02-11,1,1900-01-01 12:59:00,1900-01-01 14:50:00,EV,4776,N829AS,111.0,ATL,CLE,554.0,-3.0
2008-02-24,7,1900-01-01 19:00:00,1900-01-01 22:18:00,NW,1609,N326NB,138.0,MSP,CLT,930.0,7.0
2008-01-16,3,1900-01-01 18:25:00,1900-01-01 19:50:00,WN,1186,N288WN,145.0,PHL,MDW,668.0,15.0
2008-03-26,3,1900-01-01 14:50:00,1900-01-01 16:20:00,NW,195,N321NB,90.0,MDW,MSP,349.0,-15.0
2008-02-26,2,1900-01-01 19:55:00,1900-01-01 20:55:00,WN,1476,N671SW,120.0,PHX,SMF,647.0,-9.0
2008-01-26,6,1900-01-01 12:05:00,1900-01-01 13:10:00,MQ,3049,N323AE,65.0,LAX,SAN,109.0,-1.0
2008-03-29,6,1900-01-01 18:30:00,1900-01-01 20:15:00,WN,2761,N480WN,105.0,SEA,SMF,605.0,29.0
2008-04-12,6,1900-01-01 17:00:00,1900-01-01 19:41:00,AS,576,N565AS,161.0,SEA,SAN,1050.0,-20.0
2008-02-16,6,1900-01-01 13:35:00,1900-01-01 14:35:00,WN,35,N341SW,60.0,LBB,DAL,293.0,83.0
2008-01-25,5,1900-01-01 06:55:00,1900-01-01 07:55:00,WN,2287,N610WN,180.0,OMA,LAS,1099.0,19.0
2008-04-13,7,1900-01-01 11:05:00,1900-01-01 13:05:00,B6,1223,N284JB,120.0,BOS,RDU,612.0,10.0
2008-01-29,2,1900-01-01 17:01:00,1900-01-01 19:10:00,OH,5008,N819CA,129.0,CMH,BOS,640.0,-20.0
2008-01-05,6,1900-01-01 16:25:00,1900-01-01 18:15:00,AA,1085,N449AA,170.0,TPA,DFW,929.0,17.0
2008-04-27,7,1900-01-01 10:40:00,1900-01-01 11:25:00,WN,2880,N324SW,45.0,HOU,AUS,148.0,-5.0
2008-02-11,1,1900-01-01 15:30:00,1900-01-01 21:00:00,WN,3920,N477WN,210.0,LAS,MDW,1521.0,8.0
2008-01-22,2,1900-01-01 09:59:00,1900-01-01 13:15:00,YV,2995,N903FJ,136.0,PHX,OKC,833.0,-12.0
2008-03-09,7,1900-01-01 20:00:00,1900-01-01 21:15:00,WN,3663,N765SW,75.0,SMF,LAS,397.0,0.0
2008-01-29,2,1900-01-01 17:55:00,1900-01-01 20:25:00,DL,1575,N667DN,150.0,PHL,ATL,665.0,-12.0
2008-01-11,5,1900-01-01 12:40:00,1900-01-01 15:00:00,WN,2969,N689SW,80.0,RNO,SLC,422.0,115.0
2008-01-05,6,1900-01-01 06:00:00,1900-01-01 09:00:00,DL,778,N3739,120.0,SEA,SLC,689.0,42.0
2008-02-21,4,1900-01-01 07:21:00,1900-01-01 10:13:00,OO,6069,N908SW,112.0,SFO,SLC,599.0,23.0
2008-02-03,7,1900-01-01 12:00:00,1900-01-01 13:45:00,XE,2452,N12135,165.0,IAH,TUS,936.0,5.0
2008-02-06,3,1900-01-01 07:00:00,1900-01-01 10:37:00,NW,736,N362NW,157.0,MSP,JFK,1028.0,-8.0
2008-01-18,5,1900-01-01 16:50:00,1900-01-01 20:25:00,WN,300,N790SW,215.0,MHT,TPA,1204.0,-2.0
2008-03-13,4,1900-01-01 07:30:00,1900-01-01 08:25:00,WN,1777,N388SW,55.0,TPA,FLL,197.0,9.0
2008-03-03,1,1900-01-01 18:10:00,1900-01-01 19:35:00,WN,1597,N229WN,85.0,SMF,SAN,480.0,-8.0
2008-03-02,7,1900-01-01 08:35:00,1900-01-01 09:48:00,UA,981,N821UA,133.0,IAD,ORD,589.0,-12.0
2008-01-31,4,1900-01-01 13:55:00,1900-01-01 16:40:00,WN,1743,N720WN,105.0,BNA,MCO,616.0,64.0
2008-04-13,7,1900-01-01 21:30:00,1900-01-01 22:49:00,YV,2782,N919FJ,79.0,TUS,LAS,365.0,4.0
2008-04-07,1,1900-01-01 06:00:00,1900-01-01 14:30:00,UA,4,N508UA,330.0,SFO,JFK,2586.0,-11.0
2008-01-19,6,1900-01-01 09:36:00,1900-01-01 10:46:00,AS,42,N764AS,70.0,BET,ANC,399.0,80.0
2008-02-10,7,1900-01-01 20:10:00,1900-01-01 21:10:00,WN,1364,N699SW,60.0,LBB,DAL,293.0,4.0
2008-01-07,1,1900-01-01 19:30:00,1900-01-01 21:12:00,US,1887,N441US,102.0,BOS,PHL,280.0,-36.0
2008-03-14,5,1900-01-01 08:59:00,1900-01-01 10:15:00,DL,1215,N378DA,76.0,CLT,ATL,227.0,-18.0
2008-02-15,5,1900-01-01 06:05:00,1900-01-01 07:11:00,OO,5787,N232SW,66.0,MFR,PDX,222.0,4.0
2008-04-06,7,1900-01-01 10:55:00,1900-01-01 13:05:00,US,1468,N740UW,130.0,TPA,DCA,814.0,-16.0
2008-04-09,3,1900-01-01 10:40:00,1900-01-01 12:00:00,WN,723,N507SW,80.0,PHL,PVD,238.0,11.0
2008-03-04,2,1900-01-01 08:45:00,1900-01-01 11:45:00,WN,3497,N385SW,120.0,HOU,TPA,781.0,3.0
2008-02-10,7,1900-01-01 20:50:00,1900-01-01 23:40:00,WN,1461,N720WN,110.0,STL,BWI,737.0,-4.0
2008-03-11,2,1900-01-01 09:35:00,1900-01-01 12:15:00,B6,125,N547JB,280.0,JFK,DEN,1626.0,-41.0
2008-03-28,5,1900-01-01 15:59:00,1900-01-01 18:20:00,FL,852,N936AT,141.0,HPN,ATL,780.0,9.0
2008-03-31,1,1900-01-01 11:35:00,1900-01-01 12:54:00,OH,5265,N807CA,79.0,ROC,JFK,264.0,26.0
2008-04-23,3,1900-01-01 19:59:00,1900-01-01 21:34:00,FL,643,N273AT,95.0,BOS,PHF,464.0,-16.0
2008-03-11,2,1900-01-01 21:21:00,1900-01-01 22:57:00,DL,1226,N982DL,96.0,ATL,RIC,481.0,-14.0
2008-01-21,1,1900-01-01 20:30:00,1900-01-01 22:04:00,US,1097,N949UW,94.0,BOS,PHL,280.0,-3.0
2008-01-24,4,1900-01-01 11:15:00,1900-01-01 12:02:00,NW,1458,N924RW,47.0,MSP,RST,76.0,21.0
2008-04-28,1,1900-01-01 13:00:00,1900-01-01 14:25:00,WN,169,N268WN,85.0,SAN,OAK,446.0,82.0
2008-03-20,4,1900-01-01 13:35:00,1900-01-01 15:47:00,AS,608,N960AS,132.0,PDX,LAS,762.0,69.0
2008-02-20,3,1900-01-01 16:45:00,1900-01-01 17:35:00,WN,1251,N376SW,50.0,TPA,JAX,180.0,10.0
2008-01-29,2,1900-01-01 09:55:00,1900-01-01 12:20:00,WN,3249,N428WN,85.0,BHM,MCO,478.0,-7.0
2008-02-24,7,1900-01-01 19:55:00,1900-01-01 21:10:00,MQ,3150,N810AE,75.0,SNA,SJC,342.0,15.0
2008-03-10,1,1900-01-01 15:15:00,1900-01-01 17:40:00,AA,2110,N083AA,145.0,MIA,SJU,1045.0,11.0
2008-04-06,7,1900-01-01 19:10:00,1900-01-01 20:16:00,NW,755,N556NW,126.0,DTW,MSP,528.0,-19.0
2008-04-05,6,1900-01-01 13:00:00,1900-01-01 15:58:00,CO,1784,N17620,178.0,PBI,CLE,1020.0,-12.0
2008-04-01,2,1900-01-01 18:30:00,1900-01-01 21:16:00,US,1780,N454UW,166.0,FLL,PHL,992.0,159.0
2008-03-04,2,1900-01-01 08:15:00,1900-01-01 10:40:00,WN,2990,N783SW,145.0,LAS,PDX,762.0,5.0
2008-02-04,1,1900-01-01 10:20:00,1900-01-01 11:59:00,UA,415,N548UA,159.0,DEN,SFO,967.0,-6.0
2008-04-08,2,1900-01-01 17:03:00,1900-01-01 17:59:00,OO,4044,N816SK,116.0,SLC,SAN,626.0,9.0
2008-04-02,3,1900-01-01 17:14:00,1900-01-01 18:24:00,OO,6605,N956SW,130.0,BOI,LAX,674.0,32.0
