basket_ID,item,cash_price,make,model,goods_code,Nbr_of_prod_purchas
19386,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
69745,TELEPHONES FAX MACHINES TWO-WAY RADIOS,769,SAMSUNG,SAMSUNG GALAXY S21 5G SMARTPHONE WITH WIRELESS POW,239784964,1
69745,WARRANTY,190,RETAILER,RETAILER,238925840,1
72615,COMPUTER PERIPHERALS ACCESSORIES,369,SAMSUNG,SAMSUNG GALAXY WATCH 4 CLASSIC BLUETOOTH 46MM STAI,240192743,1
39572,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
39572,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
9001,BARBECUES & ACCESSORIES,993,BIG GREEN EGG,RETAILER,239993666,1
9001,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
47078,COMPUTER PERIPHERALS ACCESSORIES,409,APPLE,APPLE WATCH SERIES 6 GPS 44MM SPACE GREY ALUMINIUM,239001518,1
58732,TELEPHONES FAX MACHINES TWO-WAY RADIOS,349,SAMSUNG,SAMSUNG GALAXY A52S SMARTPHONE ANDROID 6GB RAM 6 5,240253627,1
6370,COMPUTERS,1146,APPLE,2020 APPLE MACBOOK AIR,239246775,1
6370,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
17726,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR,239246776,1
40731,COMPUTER PERIPHERALS ACCESSORIES,379,,,239001474,1
65170,TELEVISIONS HOME CINEMA,1699,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
31677,TELEVISIONS HOME CINEMA,829,SONY,SONY BRAVIA KD43X89J 2021 LED HDR 4K ULTRA HD SMAR,239903578,1
31677,AUDIO ACCESSORIES,99,SONY,SONY WH-CH710N NOISE CANCELLING WIRELESS BLUETOOTH,238705792,1
22347,COMPUTERS,893,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
40393,COMPUTER PERIPHERALS ACCESSORIES,479,,,239001459,1
3015,COMPUTERS,989,APPLE,"2020 APPLE IPAD PRO 12.9""",238667161,1
3015,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
21499,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
30652,TELEVISIONS HOME CINEMA,1999,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
8643,LIVING & DINING FURNITURE,1699,DURESTA,RETAILER,237992559,1
8643,LIVING & DINING FURNITURE,1999,DURESTA,RETAILER,237992492,1
8643,DRESSMAKING,180,SINGER,3221,232868886,1
8643,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
36143,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
18798,COMPUTER SOFTWARE,80,MICROSOFT,MICROSOFT 365 FAMILY OFFICE SOFTWARE FOR UP TO 6 P,238653719,1
18798,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
18798,CABLES ADAPTERS,17,APPLE,APPLE MJ1M2ZM A USB-C TO USB ADAPTOR,234418518,1
18798,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
20932,TELEVISIONS HOME CINEMA,1715,SONY,SONY BRAVIA KD65AG9 2019 OLED HDR 4K ULTRA HD SMAR,238094690,1
20932,SERVICE,125,RETAILER,RETAILER,DMS5461,1
20932,STANDS BRACKETS,70,AVF,AVF JML8650 FLAT TV WALL BRACKET FOR TVS FROM 37 T,238084890,1
20932,VIDEOS DVD DIGITAL EQUIPMENT,70,PANASONIC,PANASONIC DMP-BDT180EB SMART NETWORK 3D 4K UPSCALI,235914576,1
59335,TELEVISIONS HOME CINEMA,899,LG,LG OLED55A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239866722,1
5708,COMPUTERS,1555,APPLE,"2020 APPLE MACBOOK PRO 13""",238742046,1
5708,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
7445,COMPUTERS,529,APPLE,"2020 APPLE IPAD AIR 10.9""",239001407,1
7445,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
53463,TELEVISIONS HOME CINEMA,899,LG,LG OLED48A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239866717,1
24580,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
73203,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
51470,LIVING DINING FURNITURE,599,RETAILER,RETAILER CALIA 6 SEATER DINING TABLE OA,235050844,1
51470,LIVING DINING FURNITURE,598,RETAILER,RETAILER BROOKS DINING ARMCHAIRS SET OF,236822127,2
20277,TELEPHONES FAX MACHINES TWO-WAY RADIOS,1199,APPLE,APPLE IPHONE 12 PRO MAX IOS 6 7 5G SIM FREE 256GB,239091952,1
20277,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
25962,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
58346,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246777,1
34632,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
34632,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
34632,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
29637,COMPUTERS,499,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001415,1
15161,COMPUTERS,556,APPLE,"2020 APPLE IPAD AIR 10.9""",239001415,1
71405,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM BLUE ALUMINIUM CASE,240376593,1
71405,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
33691,COMPUTERS,552,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001404,1
35872,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
23223,TELEVISIONS HOME CINEMA,1185,LG,LG OLED55CX5LB 2020 OLED HDR 4K ULTRA HD SMART TV,238601186,1
23223,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
6714,COMPUTERS,1199,APPLE,2020 APPLE IMAC 21.5 ALL-IN-ONE,238925843,1
6714,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
73335,COMPUTERS,579,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001415,1
41832,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246777,1
63701,TELEPHONES FAX MACHINES TWO-WAY RADIOS,699,SAMSUNG,SAMSUNG GALAXY S21 5G SMARTPHONE WITH WIRELESS POW,239780063,1
71760,COMPUTERS,1358,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246781,1
71760,WARRANTY,80,RETAILER,RETAILER,236604736,1
4352,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",624,APPLE,APPLE IPHONE 12 MINI,239091997,1
4352,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",624,APPLE,APPLE IPHONE 12 MINI,239091998,1
4352,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
37756,COMPUTERS,1798,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,2
37756,WARRANTY,140,RETAILER,RETAILER,236604744,2
59545,COMPUTERS,549,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001428,1
17470,COMPUTERS,1099,APPLE,"2021 APPLE IPAD PRO 12.9""",240040978,1
17470,COMPUTER PERIPHERALS & ACCESSORIES,329,APPLE,"APPLE MAGIC KEYBOARD FOR 12.9"" IPAD PRO (2021)",240043592,1
55814,TELEVISIONS HOME CINEMA,1029,SAMSUNG,SAMSUNG QE50QN94A 2021 NEO QLED HDR 2000 4K ULTRA,239948157,1
387,LIVING & DINING FURNITURE,1299,RETAILER,RETAILER,238054132,1
39747,TELEVISIONS HOME CINEMA,3299,SONY,SONY BRAVIA KD77AG9 2019 OLED HDR 4K ULTRA HD SMAR,238095368,1
72109,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM STARLIGHT ALUMINIUM,240376608,1
38576,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM GOLD ALUMINIUM CASE,239001474,1
53053,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
48137,BEDROOM FURNITURE,69,WEST ELM,WEST ELM UPHOLSTERED STACKING STOOL GREY,239116033,1
48137,HOME OFFICE,280,RETAILER,RETAILER HARVARD DESK LIGHT GREY,238919241,1
48137,LIVING DINING FURNITURE,489,WEST ELM,WEST ELM PROFILE WIDE BOOKCASE ANTIQUE BRASS,238019732,1
48137,LIVING DINING FURNITURE,699,RETAILER,RETAILER STAVE 6-8 SEATER EXTENDING DIN,239123622,1
44262,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246777,1
29331,COMPUTERS,499,APPLE,2020 APPLE IPAD AIR 10 9 A14 BIONIC PROCESSOR IOS,239001415,1
29331,WARRANTY,40,RETAILER,RETAILER,236604787,1
72019,COMPUTERS,2599,APPLE,2021 APPLE MACBOOK PRO 16 M1 PRO PROCESSOR 16GB RA,240575995,1
27918,COMPUTERS,899,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
2976,COMPUTER PERIPHERALS & ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6,239001536,1
2976,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
25237,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240041012,1
48632,COMPUTERS,1249,APPLE,2021 APPLE IMAC 24 ALL-IN-ONE M1 PROCESSOR 8GB RAM,240040969,1
70820,COMPUTERS,1187,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246779,1
7743,LIGHTING,85,RETAILER,RETAILER,237992898,1
7743,BATH & BODYCARE,26,AESOP,RETAILER,238750126,1
7743,BATH & BODYCARE,26,AESOP,RETAILER,238750115,1
7743,STORAGE & ORGANISATION,25,RETAILER,RETAILER,238292763,1
7743,STORAGE & ORGANISATION,30,RETAILER,RETAILER,237847702,1
7743,DOOR FURNITURE,10,RETAILER,RETAILER,234041391,2
7743,DOOR FURNITURE,22,DESIGN PROJECT BY RETAILER,RETAILER,236477210,4
7743,LIVING & DINING FURNITURE,499,WEST ELM,RETAILER,237126886,1
7743,LIGHTING,150,RETAILER,RETAILER,234652444,1
7743,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
23982,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
23982,WARRANTY,80,RETAILER,RETAILER,236604736,1
23982,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
66558,TELEVISIONS HOME CINEMA,1799,SONY,SONY BRAVIA XR XR65A80J 2021 OLED HDR 4K ULTRA HD,239900855,1
66558,FULFILMENT CHARGE,13,RETAILER,RETAILER,FULFILMENT,1
68515,TELEVISIONS HOME CINEMA,799,LG,LG OLED48A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239866717,1
46603,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
38487,COMPUTERS,899,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
16581,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR,239246778,1
16581,WARRANTY,70,RETAILER,RETAILER,236604744,1
14858,COMPUTER PERIPHERALS ACCESSORIES,409,APPLE,APPLE WATCH SERIES 6 GPS 44MM BLUE ALUMINIUM CASE,239001495,1
14858,WARRANTY,40,RETAILER,RETAILER,236604737,1
14858,BAGS CARRY CASES,99,APPLE,APPLE SMART FOLIO FOR IPAD PRO 12 9 5TH GENERATION,240076679,1
14858,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
27723,TELEVISIONS HOME CINEMA,1299,SAMSUNG,SAMSUNG QE65Q70A 2021 QLED HDR 4K ULTRA HD SMART T,239842074,1
66266,COMPUTER PERIPHERALS ACCESSORIES,334,SAMSUNG,SAMSUNG GALAXY WATCH 4 CLASSIC 4G CELLULAR 46MM ST,240192734,1
66266,WARRANTY,40,RETAILER,RETAILER,236604737,1
41420,COMPUTERS,898,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
59603,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
49667,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
25604,LIVING DINING FURNITURE,1699,HALO,HALO GROUCHO MEDIUM 2 SEATER LEATHER SOFA ANTIQUE,233988308,1
6882,COMPUTER PERIPHERALS & ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6,239001518,1
6882,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
72402,TELEVISIONS HOME CINEMA,1099,LG,LG OLED48C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827062,1
61314,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
27748,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH NIKE SERIES 6 GPS 44MM SPACE GREY ALUM,239001458,1
50581,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,1
30900,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM SILVER ALUMINIUM CAS,239001532,1
51528,TELEVISIONS HOME CINEMA,1499,LG,LG OLED65B16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239841490,1
51528,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
12602,TELEVISIONS & HOME CINEMA,1798,LG,OLED65CX,238601317,1
12602,WARRANTY,140,RETAILER,RETAILER,233598811,1
57684,COMPUTER PERIPHERALS ACCESSORIES,165,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
57684,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
2035,LIVING & DINING FURNITURE,399,ERCOL FOR RETAILER,RETAILER,238274818,1
2035,LIVING & DINING FURNITURE,719,ERCOL FOR RETAILER,RETAILER,238276817,1
2035,LIVING & DINING FURNITURE,733,ERCOL FOR RETAILER,RETAILER,238275075,4
2035,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
28703,LIVING DINING FURNITURE,1499,RETAILER,RETAILER BAILEY MEDIUM 2 SEATER SOFA BE,239832793,1
10051,LIVING & DINING FURNITURE,949,RETAILER,RETAILER,236918073,1
10051,LIVING & DINING FURNITURE,449,RETAILER,RETAILER,236053876,1
10051,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
9508,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",674,APPLE,APPLE IPHONE 12 MINI,240041027,1
9508,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
17253,COMPUTERS,689,APPLE,"2020 APPLE IPAD AIR 10.9""",239001422,1
29284,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
25322,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
25322,WARRANTY,80,RETAILER,RETAILER,236604736,1
66619,COMPUTERS,889,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246782,1
76278,TELEVISIONS HOME CINEMA,579,LG,LG 50NANO806PA 2021 LED HDR NANOCELL 4K ULTRA HD S,239835928,1
40583,COMPUTERS,849,,,240041020,1
30111,COMPUTER PERIPHERALS ACCESSORIES,349,APPLE,APPLE WATCH NIKE SERIES 6 GPS 40MM SPACE GREY ALUM,239001469,1
30111,AUDIO ACCESSORIES,109,APPLE,2019 APPLE AIRPODS WITH CHARGING CASE,238086343,1
30111,POWER BATTERIES,100,BELKIN,BELKIN 3-IN-1 WIRELESS DOCK CHARGER FOR APPLE WATC,238825479,1
35678,TELEVISIONS HOME CINEMA,1899,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
711,COMPUTERS,1555,APPLE,"2020 APPLE MACBOOK PRO 13""",238742046,1
711,WARRANTY,80,RETAILER,RETAILER,236604736,1
711,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
35135,COMPUTER PERIPHERALS ACCESSORIES,509,APPLE,APPLE WATCH SERIES 6 GPS CELLULAR 44MM SPACE GREY,239001480,1
66796,TELEVISIONS HOME CINEMA,1199,LG,LG OLED55C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239827061,1
44705,TELEVISIONS HOME CINEMA,1999,SAMSUNG,SAMSUNG QE65QN85A 2021 NEO QLED HDR 1500 4K ULTRA,239842096,1
64650,LIVING DINING FURNITURE,2099,HALO,HALO EARLE CHESTERFIELD MEDIUM 2 SEATER LEATHER SO,234427268,1
66002,TELEVISIONS HOME CINEMA,799,LG,LG OLED48A16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239866717,1
4672,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",1099,APPLE,APPLE IPHONE 12 PRO MAX,239091951,1
4672,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
7156,LIVING & DINING FURNITURE,956,G PLAN VINTAGE,RETAILER,238418081,1
7156,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
65866,NURSERY ACCESSORIES,270,BABYDAN,BABYDAN WOODEN BED GUARD RAIL WHITE,231249106,6
65866,BEDROOM FURNITURE,429,RETAILER,RETAILER ROUEN FULL DEPTH UPHOLSTERED H,238447947,1
65866,BED LINEN,75,RETAILER,RETAILER NATURAL COLLECTION PURE COTTON,234090864,1
65866,BED LINEN,20,RETAILER,RETAILER NATURAL COTTON STANDARD PILLOW,232432335,2
65866,BED LINEN,175,RETAILER,RETAILER NATURAL GOOSE FEATHER AND DOWN,237676288,1
65866,NURSERY ACCESSORIES,119,POTTERY BARN KIDS,POTTERY BARN KIDS ROPE TOY CHEST SILVER,237736410,1
65866,STORAGE ORGANISATION,198,POTTERY BARN KIDS,POTTERY BARN KIDS METALLIC ROPE STORAGE HAMPER SIL,237736415,2
65866,BED LINEN,98,POTTERY BARN KIDS,POTTERY BARN KIDS METALLIC STARS SHERPA BABY BLANK,237736387,2
65866,BED LINEN,20,RETAILER,RETAILER WARM COSY BRUSHED COTTON FITTE,237449820,1
65866,BED LINEN,21,RETAILER,RETAILER CRISP AND FRESH 200 THREAD COU,236895582,1
65866,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
54564,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM MIDNIGHT ALUMINIUM C,240376609,1
54564,WARRANTY,40,RETAILER,RETAILER,236604737,1
3440,COMPUTER PERIPHERALS & ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6,239001536,1
3440,WARRANTY,40,RETAILER,RETAILER,236604737,1
3440,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
34519,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
28604,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246776,1
40681,TELEVISIONS HOME CINEMA,1185,,,238601186,1
40681,TELEVISIONS HOME CINEMA,499,,,238079636,1
29658,COMPUTER PERIPHERALS ACCESSORIES,409,SAMSUNG,SAMSUNG GALAXY WATCH 4 CLASSIC 4G CELLULAR 46MM ST,240192734,1
29658,WARRANTY,40,RETAILER,RETAILER,236604737,1
10945,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",674,APPLE,APPLE IPHONE,239091994,1
10945,WARRANTY,125,RETAILER,RETAILER,234687705,1
10945,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
23215,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM GOLD ALUMINIUM CASE,239001474,1
24065,TABLEWARE,20,RETAILER,RETAILER SIP GLASS TUMBLER SET OF 4 390,239889170,1
24065,TABLEWARE,20,RETAILER,RETAILER SIP HIGHBALL GLASS SET OF 4 52,239889169,1
24065,HOUSEHOLD CLEANING,349,DYSON,DYSON CYCLONE V10 ANIMAL VACUUM CLEANER,239786758,1
24065,COMPUTER PERIPHERALS ACCESSORIES,479,APPLE,APPLE WATCH NIKE SERIES 6 GPS CELLULAR 44MM SPACE,239001454,1
32144,COMPUTERS,949,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246778,1
70685,COMPUTERS,1117,APPLE,2020 APPLE MACBOOK AIR 13 3 RETINA DISPLAY M1 PROC,239246775,1
70685,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
49766,CABLES ADAPTERS,9,APPLE,APPLE USB-C TO 3 5MM AUDIO JACK HEADPHONES ADAPTER,237843838,1
49766,POWER BATTERIES,37,APPLE,USB-C TO SD CARD READER,237841890,1
49766,COMPUTERS,849,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 256G,240041020,1
49766,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
348,COMPUTER PERIPHERALS & ACCESSORIES,388,APPLE,APPLE WATCH SERIES 6,239001518,1
348,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
44137,COMPUTERS,1379,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246783,1
44137,COMPUTER PERIPHERALS ACCESSORIES,65,APPLE,APPLE MAGIC MOUSE 2 2015 WHITE,236665679,1
44137,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
71755,COMPUTERS,1249,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI CE,240040999,1
18230,"TELEPHONES, FAX MACHINES & TWO-WAY RADIOS",724,APPLE,APPLE IPHONE 12,239091992,1
18230,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
17395,COMPUTERS,310,APPLE,"2020 APPLE IPAD 10.2"" 32GB GOLD",239001437,1
36053,COMPUTER PERIPHERALS ACCESSORIES,379,APPLE,APPLE WATCH SERIES 6 GPS 40MM GOLD ALUMINIUM CASE,239001474,1
72198,COMPUTERS,849,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 256G,240041020,1
72198,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
618,COMPUTERS,1099,APPLE,"2021 APPLE IPAD PRO 12.9""",240040983,1
69932,COMPUTERS,1899,APPLE,2021 APPLE MACBOOK PRO 14 M1 PRO PROCESSOR 16GB RA,240575990,1
69932,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
57688,COMPUTERS,749,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 128G,240040984,1
57688,WARRANTY,70,RETAILER,RETAILER,236604752,1
32221,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040978,1
32221,WARRANTY,80,RETAILER,RETAILER,236604753,1
32221,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
65420,TELEPHONES FAX MACHINES TWO-WAY RADIOS,349,SAMSUNG,SAMSUNG GALAXY A52S SMARTPHONE ANDROID 6GB RAM 6 5,240253625,1
53928,COMPUTER PERIPHERALS ACCESSORIES,165,APPLE,APPLE MAGIC KEYBOARD FOR 12 9 IPAD PRO,238701670,1
53928,COMPUTER PERIPHERALS ACCESSORIES,119,APPLE,APPLE PENCIL 2ND GENERATION 2018 MATTE WHITE,237841896,1
53928,COMPUTERS,1099,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 25,240040983,1
61675,COMPUTERS,849,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 256G,240041022,1
61675,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
25158,COMPUTERS,849,APPLE,2021 APPLE IPAD PRO 11 M1 PROCESSOR IOS WI-FI 256G,240041020,1
6072,COMPUTERS,670,APPLE,"2020 APPLE IPAD AIR 10.9""",239001426,1
6072,FULFILMENT CHARGE,0,RETAILER,RETAILER,FULFILMENT,1
168,COMPUTERS,929,APPLE,2020 APPLE MACBOOK AIR,239246782,1
268,COMPUTERS,3999,APPLE,2020 APPLE IMAC PRO 27 ALL-IN-ONE,238925839,1
268,FULFILMENT CHARGE,7,RETAILER,RETAILER,FULFILMENT,1
58042,TELEVISIONS HOME CINEMA,1799,LG,LG OLED65C14LB 2021 OLED HDR 4K ULTRA HD SMART TV,239838687,1
74543,TELEVISIONS HOME CINEMA,1399,LG,LG OLED65B16LA 2021 OLED HDR 4K ULTRA HD SMART TV,239841490,1
74543,STANDS BRACKETS,70,AVF,AVF JXPL601 TILTING WALL MOUNT FOR TVS UP TO 65,240383709,1
48413,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM BLUE ALUMINIUM CASE,240376593,1
68243,COMPUTER PERIPHERALS ACCESSORIES,369,APPLE,APPLE WATCH SERIES 7 GPS 41MM MIDNIGHT ALUMINIUM C,240376609,1
25141,HOME OFFICE,1115,HERMAN MILLER,HERMAN MILLER AERON OFFICE CHAIR SIZE B GRAPHITE,236669449,1
25141,FULFILMENT CHARGE,20,RETAILER,RETAILER,FULFILMENT,1
68975,COMPUTERS,1299,APPLE,2021 APPLE IPAD PRO 12 9 M1 PROCESSOR IOS WI-FI 51,240041010,1
27124,COMPUTERS,1379,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246783,1
27124,WARRANTY,80,RETAILER,RETAILER,236604736,1
27124,COMPUTERS,1358,APPLE,2020 APPLE MACBOOK PRO 13 TOUCH BAR M1 PROCESSOR 8,239246781,1
27124,WARRANTY,80,RETAILER,RETAILER,236604736,1
27124,CABLES ADAPTERS,34,APPLE,APPLE MJ1M2ZM A USB-C TO USB ADAPTOR,234418518,2
