RespondentID,What_would_you_call_the_part_of_the_country_you_live_in_now,How_much_do_you_personally_identify_as_a_Midwesterner,Do_you_consider_Illinois_state_as_part_of_the_Midwest,Do_you_consider_Indiana_state_as_part_of_the_Midwest,Do_you_consider_Iowa_state_as_part_of_the_Midwest,Do_you_consider_Kansas_state_as_part_of_the_Midwest,Do_you_consider_Michigan_state_as_part_of_the_Midwest,Do_you_consider_Minnesota_state_as_part_of_the_Midwest,Do_you_consider_Missouri_state_as_part_of_the_Midwest,Do_you_consider_Nebraska_state_as_part_of_the_Midwest,Do_you_consider_North_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Ohio_state_as_part_of_the_Midwest,Do_you_consider_South_Dakota_state_as_part_of_the_Midwest,Do_you_consider_Wisconsin_state_as_part_of_the_Midwest,Do_you_consider_Arkansas_state_as_part_of_the_Midwest,Do_you_consider_Colorado_state_as_part_of_the_Midwest,Do_you_consider_Kentucky_state_as_part_of_the_Midwest,Do_you_consider_Oklahoma_state_as_part_of_the_Midwest,Do_you_consider_Pennsylvania_state_as_part_of_the_Midwest,Do_you_consider_West_Virginia_state_as_part_of_the_Midwest,Do_you_consider_Montana_state_as_part_of_the_Midwest,Do_you_consider_Wyoming_state_as_part_of_the_Midwest,Gender,Age,Household_Income,Education,In_what_ZIP_code_is_your_home_located,census_region
3121697230.0,Spoiled,Some,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Male,18-29,"$150,000+",Graduate degree,43026,East North Central
3123197216.0,north east,Not at all,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$150,000+",Associate or bachelor degree,17339,Middle Atlantic
3123123918.0,to close to the city,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,45-60,"$0 - $24,999",High school degree,77447,West South Central
3120825169.0,Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,30067,South Atlantic
3121923433.0,east coast,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,30-44,"$25,000 - $49,999",Some college,25705,South Atlantic
3120781958.0,New England,Some,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,3079,New England
3123137035.0,Suburbs,A lot,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Associate or bachelor degree,60103,East North Central
3122653274.0,Midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,63084,West North Central
3120668331.0,Midwest,Not much,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",High school degree,55103,West North Central
3122496874.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,48912,East North Central
3124420624.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,53073,East North Central
3122771778.0,North,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Female,30-44,"$25,000 - $49,999",Some college,55066,West North Central
3122323369.0,the southwest,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Male,> 60,"$0 - $24,999",Some college,85207,Mountain
3122759146.0,South central,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$50,000 - $99,999",Graduate degree,74017,West South Central
3126656981.0,Midwest,Some,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Male,30-44,"$0 - $24,999",Some college,57701,West North Central
3122289101.0,Fairfax County,Not at all,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,20170,South Atlantic
3122246848.0,Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$0 - $24,999",Some college,27217,South Atlantic
3120866119.0,The South. Texas,Not at all,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Some college,78722,West South Central
3123039508.0,northwoods,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,55803,West North Central
3122603830.0,Northeast,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,44129,East North Central
3123270451.0,Central midwest,Some,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",High school degree,56385,West North Central
3121953123.0,East,Not much,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$25,000 - $49,999",Some college,33033,South Atlantic
3123147773.0,Midwest,A lot,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Male,30-44,"$25,000 - $49,999",Graduate degree,68510,West North Central
3124784401.0,The South,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,30092,South Atlantic
3122461662.0,New York City,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,18-29,"$150,000+",Some college,10463,Middle Atlantic
3122836856.0,Northern midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,58701,West North Central
3124273278.0,Sunny Southern California,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Male,30-44,"$100,000 - $149,999",Graduate degree,92122,Pacific
3122331930.0,Mid-west,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Some college,60062,East North Central
3123349374.0,Mid East,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Female,45-60,"$150,000+",Associate or bachelor degree,40213,East South Central
3123250279.0,Midwest,A lot,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Female,45-60,"$0 - $24,999",Some college,68048,West North Central
3122355689.0,southeast Virginia,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Male,18-29,"$0 - $24,999",Associate or bachelor degree,23072,South Atlantic
3122536092.0,South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$100,000 - $149,999",Some college,32308,South Atlantic
3122879243.0,East coast,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Female,18-29,"$150,000+",Associate or bachelor degree,55410,West North Central
3122537763.0,The Great Lakes region,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,49319,East North Central
3123321327.0,The Rural Mid-West,Not much,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$0 - $24,999",High school degree,55411,West North Central
3121777876.0,New England,Not at all,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,2130,New England
3122416552.0,midwest,A lot,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,60062,East North Central
3122965455.0,New England,Not at all,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Female,30-44,"$150,000+",Graduate degree,5478,New England
3122499767.0,south redneck heaven,Some,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,74480,West South Central
3122814394.0,South,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Female,18-29,"$50,000 - $99,999",Graduate degree,70001,West South Central
3121896858.0,Upper Midwest,A lot,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,57108,West North Central
3124934214.0,Ny tri state area,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$150,000+",Graduate degree,7065,Middle Atlantic
3125008012.0,TEXAS,Not at all,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,78015,West South Central
3123177684.0,US Capital District of the Mid Atlantic Region,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,> 60,"$0 - $24,999",Associate or bachelor degree,20012,South Atlantic
3120785695.0,Northern New England,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,4220,New England
3122603659.0,Southern California,Not at all,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,30-44,"$150,000+",Some college,91750,Pacific
3122131698.0,Texas.,Not at all,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Graduate degree,77079,West South Central
3122724838.0,Backwards,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Female,30-44,"$100,000 - $149,999",Some college,29405,South Atlantic
3125233432.0,The Lowcountry,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Male,18-29,"$150,000+",High school degree,29464,South Atlantic
3124153543.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,60031,East North Central
3122391161.0,East coast,Not at all,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Male,18-29,"$25,000 - $49,999",High school degree,1844,New England
3120938625.0,The west,Not much,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,94550,Pacific
3121893045.0,South,Not much,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Male,> 60,"$0 - $24,999",Graduate degree,33596,South Atlantic
3124239001.0,Southern Mid-West,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,73008,West South Central
3124028944.0,Midwest,A lot,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Graduate degree,61021,East North Central
3122773450.0,Midwest,Some,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Female,18-29,"$0 - $24,999",Associate or bachelor degree,58504,West North Central
3121002728.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,63123,East North Central
3123138448.0,midwest,A lot,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,63755,West North Central
3124996365.0,I live on the west coast.,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,30-44,"$50,000 - $99,999",Some college,97206,Pacific
3123924251.0,Midwest,A lot,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$0 - $24,999",Some college,65807,West North Central
3122981005.0,Midwest,Not at all,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,53221,East North Central
3122322591.0,Central Valley of California,Some,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,95340,Pacific
3121973399.0,The Northeast.,Not at all,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,19143,Middle Atlantic
3122747646.0,Chicago,Not much,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,60626,East North Central
3124975410.0,North Central,A lot,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$150,000+",Some college,58203,West North Central
3121953121.0,Southern California,Not at all,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Female,30-44,"$100,000 - $149,999",Some college,92024,Pacific
3122037878.0,open,Some,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,19116,Middle Atlantic
3122435125.0,The Regressive South,Not at all,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Male,> 60,"$25,000 - $49,999",Some college,28227,South Atlantic
3121909529.0,Northern California,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,94044,Pacific
3122973761.0,mountain zone,Not at all,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Female,45-60,"$0 - $24,999",High school degree,81125,Mountain
3121886146.0,northern plains,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,> 60,"$150,000+",Associate or bachelor degree,57105,West North Central
3122693510.0,Southeastern U.S.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,30039,South Atlantic
3123777764.0,Florida?,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,61530,South Atlantic
3123240230.0,Northeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,10901,Middle Atlantic
3123136000.0,West,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,18-29,"$25,000 - $49,999",Graduate degree,81623,Mountain
3121552252.0,New England,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,2906,New England
3123085468.0,United state of America,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Female,30-44,"$0 - $24,999",High school degree,11422,Middle Atlantic
3122429931.0,New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,2169,New England
3122296468.0,Pacific Northwest,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,60564,Pacific
3122962095.0,Oklahoma,A lot,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,74133,West South Central
3125440642.0,Upper Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Some college,49938,East North Central
3122508565.0,The Pacific Northwest,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,98337,Pacific
3124410502.0,Northeast,Not at all,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,17602,Middle Atlantic
3121689550.0,Midwest,Not much,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,43357,East North Central
3121347939.0,midwest,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Female,18-29,"$0 - $24,999",Associate or bachelor degree,43202,East North Central
3122233521.0,"the mid-Atlantic region...or else maybe ""D.C. suburbs""",Not at all,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,20902,South Atlantic
3123301875.0,the west,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Male,45-60,"$25,000 - $49,999",Some college,95207,Pacific
3122884709.0,The Southwest,Some,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,88312,Mountain
3124069088.0,Texan,A lot,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Male,45-60,"$100,000 - $149,999",Some college,75044,West South Central
3122488544.0,MIdWest,A lot,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Female,> 60,"$150,000+",High school degree,46250,East North Central
3123658760.0,the south,A lot,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Female,18-29,"$100,000 - $149,999",Less than high school degree,30052,South Atlantic
3122883573.0,Western U.S.,Not much,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Male,30-44,"$0 - $24,999",Some college,59718,Mountain
3122266245.0,Western Pennsylvania,Not much,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,15007,Middle Atlantic
3122768413.0,mid-south,Some,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Female,30-44,"$0 - $24,999",Associate or bachelor degree,72034,West South Central
3124874929.0,The south,Not at all,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,32571,South Atlantic
3120850558.0,Northeast,Not at all,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Male,30-44,"$50,000 - $99,999",Some college,11374,Middle Atlantic
3125375292.0,New England,Not much,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",Some college,2025,New England
3124404276.0,rural northwestern Pennsylvania,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,> 60,"$50,000 - $99,999",Graduate degree,15801,Middle Atlantic
3123608815.0,The South,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Female,18-29,"$0 - $24,999",Some college,37919,East South Central
3122230654.0,Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,30-44,"$0 - $24,999",Associate or bachelor degree,46385,East North Central
3122534881.0,The South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Male,> 60,"$150,000+",Associate or bachelor degree,30087,South Atlantic
3124452227.0,Midwest,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,61107,East North Central
3122891545.0,rural Indiana,A lot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,47371,East North Central
3122810018.0,Washington suburbs,Not at all,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$150,000+",Associate or bachelor degree,20895,South Atlantic
3124081305.0,Pennsylvania,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,16652,Middle Atlantic
3123118866.0,Upper midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Female,45-60,"$50,000 - $99,999",Graduate degree,49441,East North Central
3123177423.0,Southwest United States,Not at all,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Male,18-29,"$25,000 - $49,999",Some college,86001,Mountain
3123051641.0,Midwest,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,55021,West North Central
3122514153.0,midwest,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,50849,West North Central
3123148668.0,Northern Midwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,48097,East North Central
3124388144.0,mid-west,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Male,30-44,"$25,000 - $49,999",Some college,43229,East North Central
3122514783.0,West,A lot,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Female,30-44,"$100,000 - $149,999",Graduate degree,93523,Pacific
3123052021.0,Northeast,Not at all,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,> 60,"$25,000 - $49,999",Some college,16510,Middle Atlantic
3122495010.0,Middle America,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Female,> 60,"$150,000+",Some college,60010,East North Central
3123932493.0,Midwest US,A lot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Female,30-44,"$150,000+",Some college,55946,West North Central
3122259906.0,southern plains,Some,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$150,000+",Associate or bachelor degree,73104,West South Central
3122589917.0,Midwest,Not much,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Female,30-44,"$50,000 - $99,999",Some college,54517,East North Central
3122482072.0,New England,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Female,18-29,"$150,000+",Associate or bachelor degree,1609,New England
3121697162.0,Midwest,Not at all,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Female,18-29,"$100,000 - $149,999",Graduate degree,60640,East North Central
3126019752.0,northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Male,30-44,"$50,000 - $99,999",Some college,17551,Middle Atlantic
3121849835.0,midwwest,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Male,> 60,"$150,000+",Graduate degree,53129,East North Central
3122564581.0,east coast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Male,18-29,"$150,000+",High school degree,21234,South Atlantic
3123085167.0,rockies,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Male,45-60,"$25,000 - $49,999",Graduate degree,80218,Mountain
